year-month	102-2621-b-492-001-	104ktcoralreefs	2015-nnplant_fish	2017npgis	a10200602	a10200616	a10200619	ardisia	bbstaiwan_dataset	biosurvey	bird	bottom_trawl	cyanidia	deep-sea-fishes	deposit_of_patent_bio-material_in_bcrc	e10007001_3_66	e1001a040	e10100001_4_10	e1021a008	e1021a020	e10500020	eeft	esri	example_fishdb	fish	forest_resource	forest_resource-4	fri	gueishan_island	hast	investigations_current_status	khbiodiv_2015	koef_whale_dolphin_observation	lampriformes_systematic	manager_17_15	manager_3_20	manager_41_17	mlsp	mosses-fissidens-taiwan	moth_survey	national_park	national_parts_taiwan-2016	nmmba	nmmb_db	nmmst_db	nmns	np2014	npgis_2015	nthu_db	ntm	ntou_db	ntu	nvdimp	occurence_scyllaserrata	permanent_plot	pgl_scyllaolivacea	pgl_scyllatranquebarica	philippine_birds	phil_amphibians	plantae_db	plant_collection	r10005801_40_27	r10007802_13_77	r10008801	r10100217_3_29	r10105001	r10105001_35_8	r10106034_3_28	r1011a009_3_41	r10204013	r10204014	r10405002	r10408008	shyen	tad_db	tai	taibnet_coa_wildlife_consev	taibnet_com_all	taibnet_endemic	taibnet_iucn	taif	tamsui_estuary	tari_db	tesri_fb	tw_tfri_alien_plant_survey	zenlun
201805	882	1269	112	3660	107800	1364	3136	12	461199	29568	60739	3670	3	4237	949	3102	105	5030	2453	393	22105	1179	42393	25953	19964	21405	118663	3819	114	68741	63813	9470	3935	0	54722	3906	13	8477	0	9318	6400	3300	943	7242	1328	50615	3570	3510	356	1661	611	7852	77048	6	89864	8	8	736	101	70758	64	106	1792	119	465	17452	11965	381	375	11	68	112530	882	423	24933	103848	245	56573	10180	463	347150	1179	5120	17475	4244	60545
